源文件,状态,检测数,删除实体,插入字段,输出,备注
cases/04_assembly\inputs\装配体图纸(1).DWG,ok,1,57,"DWG_NO,SCALE",cases/04_assembly\outputs_v2\装配体图纸(1)_HH.dxf,
