源文件,状态,检测数,删除实体,插入字段,输出,备注
cases/11_geimei_control\inputs\给煤机原理图.dwg,ok,1,279,"TITLE,DWG_NO,SCALE,STAGE,DATE,DESIGN,CHECKED,REVIEWED",cases/11_geimei_control\outputs_v2\给煤机原理图_HH.dxf,
