源文件,状态,检测数,删除实体,插入字段,输出,备注
cases/08_real_mf\inputs\08_real_multiframe.dxf,ok,4,41,"TITLE,DWG_NO,SCALE,STAGE,DESIGN",cases/08_real_mf\outputs_v2\08_real_multiframe_HH.dxf,
