源文件,状态,检测数,删除实体,插入字段,输出,备注
cases/12_detect_negative\inputs\std_A3.dwg,ok,4,209,"TITLE,SCALE",cases/12_detect_negative\outputs_v2\std_A3_HH.dxf,
